transaction_hour,transaction_day,transaction_month,transaction_year,transaction_exact_time,transaction_amount,upi_number,account_holder_name,seller_name,transaction_category,device_type,transaction_status
9,1,4,2023,39265,4400.519194233788,upi2978@bank,User2978,Seller63,P2P Transfer,Native App Android,Valid
12,17,8,2024,46313,725.0255845034798,upi2979@bank,User2979,Seller35,Utilities,Native App Android,Valid
5,25,7,2023,44350,2161.9496993126877,upi2980@bank,User2980,Seller72,Groceries,Native App iOS,Valid
11,10,6,2024,15378,654.3498655754167,upi2981@bank,User2981,Seller61,Travel/Transport,Native App iOS,Valid
8,22,11,2024,69815,2877.3391827492383,upi2982@bank,User2982,Seller5,Gaming/Entertainment,Mobile Web,Valid
12,16,12,2024,27924,256.8602859631339,upi2983@bank,User2983,Seller37,Gaming/Entertainment,Native App iOS,Valid
3,16,2,2023,82593,2877.4065435405514,upi2984@bank,User2984,Seller76,Groceries,Mobile Web,Valid
23,26,3,2023,7312,1158.6680740419067,upi2985@bank,User2985,Seller89,Food & Dining,Native App Android,Valid
10,8,10,2024,30353,3869.636648915512,upi2986@bank,User2986,Seller97,Travel/Transport,Native App Android,Valid
19,29,9,2023,16192,2685.940004945492,upi2987@bank,User2987,Seller88,Travel/Transport,Native App iOS,Valid
17,7,9,2023,17450,944.8760301485968,upi2988@bank,User2988,Seller11,Electronics,Native App Android,Valid
10,28,5,2024,5432,4677.236838031419,upi2989@bank,User2989,Seller99,Travel/Transport,Mobile Web,Valid
20,6,3,2024,57225,666.2995143187035,upi2990@bank,User2990,Seller40,P2P Transfer,Native App Android,Valid
3,16,2,2024,78711,6821.806549802214,upi2991@bank,User2991,Seller65,Utilities,Mobile Web,Valid
17,20,8,2024,65604,2915.1801982452325,upi2992@bank,User2992,Seller8,Groceries,Native App iOS,Valid
0,16,6,2024,10295,9350.080728218258,upi2993@bank,User2993,Seller87,Electronics,Mobile Web,Valid
6,7,10,2023,6774,110.82377336334848,upi2994@bank,User2994,Seller84,Gaming/Entertainment,Native App Android,Valid
5,9,11,2024,12190,640.5098307168823,upi2995@bank,User2995,Seller96,Gaming/Entertainment,Native App Android,Valid
14,14,12,2023,31286,2703.8960671219306,upi2996@bank,User2996,Seller11,Healthcare,Native App Android,Valid
17,11,7,2023,76325,5108.505770982545,upi2997@bank,User2997,Seller71,Gaming/Entertainment,Native App iOS,Fraud
23,26,1,2024,72427,58.385621715197985,upi2998@bank,User2998,Seller58,Electronics,Native App Android,Valid
10,26,1,2024,64014,0.01859203758518637,upi2999@bank,User2999,Seller94,P2P Transfer,Mobile Web,Valid
19,14,10,2023,75852,592.0808238554063,upi3000@bank,User3000,Seller48,P2P Transfer,Native App iOS,Valid
23,7,2,2024,55256,3831.6364466771965,upi3001@bank,User3001,Seller13,P2P Transfer,Mobile Web,Valid
14,1,10,2023,58630,2914.7482642772616,upi3002@bank,User3002,Seller60,P2P Transfer,Native App iOS,Valid
15,26,3,2024,62771,831.8718591577887,upi3003@bank,User3003,Seller49,Healthcare,Native App iOS,Valid
6,25,12,2024,51715,4.026579307290254,upi3004@bank,User3004,Seller67,Groceries,Native App Android,Valid
20,13,1,2023,7466,1618.039918131483,upi3005@bank,User3005,Seller7,P2P Transfer,Native App Android,Valid
9,20,5,2023,17637,543.5005771735133,upi3006@bank,User3006,Seller77,Electronics,Mobile Web,Valid
11,3,3,2024,68745,2737.765088872953,upi3007@bank,User3007,Seller25,Electronics,Native App iOS,Valid
23,20,1,2024,36317,1182.4439092953937,upi3008@bank,User3008,Seller23,Healthcare,Native App iOS,Valid
13,4,8,2024,49766,2270.149618086885,upi3009@bank,User3009,Seller51,Travel/Transport,Native App Android,Valid
4,29,12,2023,3078,3825.263747640284,upi3010@bank,User3010,Seller47,Utilities,Native App Android,Valid
20,26,11,2024,27299,1534.7063745021126,upi3011@bank,User3011,Seller97,Electronics,Native App iOS,Valid
17,11,6,2024,3543,818.8123500254117,upi3012@bank,User3012,Seller5,Electronics,Native App Android,Valid
4,2,9,2024,51052,2935.3867083977616,upi3013@bank,User3013,Seller96,Healthcare,Mobile Web,Valid
2,14,3,2024,22064,616.279120422156,upi3014@bank,User3014,Seller94,Groceries,Native App Android,Valid
22,12,9,2023,72287,4442.357082752933,upi3015@bank,User3015,Seller95,Gaming/Entertainment,Native App iOS,Valid
4,30,9,2023,80442,148.21395265629712,upi3016@bank,User3016,Seller13,Travel/Transport,Native App Android,Valid
23,17,12,2023,83632,3609.3081907711967,upi3017@bank,User3017,Seller42,Electronics,Mobile Web,Failed
16,12,12,2024,14425,192.04346579247775,upi3018@bank,User3018,Seller5,Food & Dining,Native App iOS,Valid
18,26,1,2024,51481,115.54845946382785,upi3019@bank,User3019,Seller23,Electronics,Native App Android,Valid
18,12,3,2024,77347,902.778120228501,upi3020@bank,User3020,Seller62,Gaming/Entertainment,Native App Android,Valid
20,1,6,2023,83114,6272.259141290525,upi3021@bank,User3021,Seller1,Utilities,Native App iOS,Valid
11,13,8,2023,72317,8207.10010909492,upi3022@bank,User3022,Seller74,Utilities,Native App Android,Valid
8,14,4,2023,50530,451.47006502109724,upi3023@bank,User3023,Seller91,Travel/Transport,Native App iOS,Valid
0,24,5,2023,81099,321.83467408053855,upi3024@bank,User3024,Seller54,Travel/Transport,Native App Android,Failed
17,30,9,2024,25888,870.6737131287982,upi3025@bank,User3025,Seller72,P2P Transfer,Native App Android,Valid
20,2,6,2023,27491,822.2225581924117,upi3026@bank,User3026,Seller3,Groceries,Native App Android,Valid
3,12,12,2023,32352,2850.8429416881672,upi3027@bank,User3027,Seller83,Gaming/Entertainment,Native App iOS,Valid
9,26,7,2024,21676,1173.9704469724206,upi3028@bank,User3028,Seller64,Utilities,Native App iOS,Valid
6,21,7,2023,65836,3027.1974336621984,upi3029@bank,User3029,Seller51,Food & Dining,Native App Android,Valid
21,28,4,2024,37463,2762.319905764084,upi3030@bank,User3030,Seller2,Food & Dining,Mobile Web,Valid
22,16,4,2024,48990,1726.971704113561,upi3031@bank,User3031,Seller49,P2P Transfer,Mobile Web,Valid
0,4,4,2024,63627,3585.665286646728,upi3032@bank,User3032,Seller31,Groceries,Desktop Web,Valid
16,8,11,2024,20221,435.435959148391,upi3033@bank,User3033,Seller74,Groceries,Desktop Web,Valid
23,2,5,2024,85837,353.0221304712973,upi3034@bank,User3034,Seller80,Travel/Transport,Mobile Web,Valid
1,10,5,2023,72843,2777.797567393303,upi3035@bank,User3035,Seller84,Electronics,Native App Android,Fraud
10,9,8,2023,51313,561.5375480077563,upi3036@bank,User3036,Seller3,Food & Dining,Mobile Web,Valid
8,23,9,2024,29251,5.5965907990417145,upi3037@bank,User3037,Seller35,Food & Dining,Desktop Web,Valid
6,15,2,2023,46586,4859.931875740429,upi3038@bank,User3038,Seller98,Healthcare,Native App Android,Valid
21,13,11,2024,74418,1950.6863013001384,upi3039@bank,User3039,Seller85,Food & Dining,Native App Android,Valid
16,23,7,2023,53884,1177.3498313887394,upi3040@bank,User3040,Seller36,Food & Dining,Mobile Web,Failed
16,17,1,2023,52620,2587.33198474606,upi3041@bank,User3041,Seller64,Healthcare,Native App Android,Valid
1,30,1,2023,10040,810.9254155679479,upi3042@bank,User3042,Seller32,Utilities,Native App Android,Valid
5,16,4,2023,71677,6143.760956784183,upi3043@bank,User3043,Seller18,Groceries,Native App Android,Valid
13,28,10,2023,45878,142.17646390313814,upi3044@bank,User3044,Seller34,Electronics,Native App Android,Valid
5,2,7,2023,5969,2048.5771704052754,upi3045@bank,User3045,Seller56,Utilities,Native App Android,Valid
1,20,2,2023,13162,3003.7649604893118,upi3046@bank,User3046,Seller67,Groceries,Mobile Web,Valid
0,20,11,2024,65435,1266.46080106674,upi3047@bank,User3047,Seller53,P2P Transfer,Native App Android,Valid
9,27,2,2024,74667,2812.7358275649194,upi3048@bank,User3048,Seller67,Food & Dining,Native App iOS,Valid
20,14,1,2024,5037,5232.138328369256,upi3049@bank,User3049,Seller91,Electronics,Native App iOS,Valid
4,3,10,2023,60526,2725.108018629703,upi3050@bank,User3050,Seller66,Groceries,Native App iOS,Valid
1,23,2,2023,14693,740.2930365062756,upi3051@bank,User3051,Seller64,Gaming/Entertainment,Native App Android,Valid
21,12,7,2024,59090,1650.3713749025853,upi3052@bank,User3052,Seller67,P2P Transfer,Native App iOS,Valid
15,8,9,2024,2451,4851.846209844983,upi3053@bank,User3053,Seller81,Food & Dining,Native App Android,Valid
1,2,6,2023,65560,1192.3956915634333,upi3054@bank,User3054,Seller39,P2P Transfer,Mobile Web,Valid
9,4,10,2024,5962,2289.512432393353,upi3055@bank,User3055,Seller38,Healthcare,Native App Android,Valid
1,14,2,2024,16444,1252.90219649791,upi3056@bank,User3056,Seller40,P2P Transfer,Mobile Web,Valid
15,16,12,2024,40443,258.7239806422528,upi3057@bank,User3057,Seller19,Utilities,Mobile Web,Valid
15,19,10,2024,16506,120.76927746644202,upi3058@bank,User3058,Seller83,P2P Transfer,Mobile Web,Valid
18,2,10,2023,38384,6084.556220627575,upi3059@bank,User3059,Seller5,Utilities,Native App Android,Valid
6,12,9,2024,24248,1896.2944767537003,upi3060@bank,User3060,Seller69,Gaming/Entertainment,Native App Android,Valid
21,29,7,2024,46162,219.21663432819392,upi3061@bank,User3061,Seller14,Travel/Transport,Native App iOS,Valid
11,14,11,2024,42690,3895.9644071344023,upi3062@bank,User3062,Seller91,Utilities,Native App Android,Valid
23,6,1,2024,69625,1479.1913505027374,upi3063@bank,User3063,Seller49,Healthcare,Native App iOS,Valid
14,13,12,2023,68008,2956.223882027067,upi3064@bank,User3064,Seller64,Healthcare,Mobile Web,Valid
7,4,9,2024,60309,271.08098044986775,upi3065@bank,User3065,Seller57,P2P Transfer,Native App Android,Valid
5,22,2,2024,43237,4748.386301408362,upi3066@bank,User3066,Seller35,Groceries,Desktop Web,Valid
9,18,4,2024,35732,1785.8098464483862,upi3067@bank,User3067,Seller85,P2P Transfer,Native App Android,Valid
2,12,9,2024,8104,2680.8124704359466,upi3068@bank,User3068,Seller5,P2P Transfer,Native App iOS,Valid
18,20,4,2024,83230,63.76515755487426,upi3069@bank,User3069,Seller88,Groceries,Native App Android,Valid
16,27,3,2023,34980,757.5632991804831,upi3070@bank,User3070,Seller39,Food & Dining,Native App Android,Valid
6,22,1,2024,74990,622.4348425413086,upi3071@bank,User3071,Seller24,Electronics,Mobile Web,Failed
20,30,7,2024,39560,5975.329617981769,upi3072@bank,User3072,Seller40,Travel/Transport,Native App iOS,Valid
19,21,6,2023,9554,409.96534798387074,upi3073@bank,User3073,Seller50,Gaming/Entertainment,Mobile Web,Valid
3,19,10,2024,45987,2455.5184544734207,upi3074@bank,User3074,Seller77,Food & Dining,Native App Android,Valid
13,8,4,2023,30985,87.38876874767546,upi3075@bank,User3075,Seller58,P2P Transfer,Native App iOS,Failed
19,7,6,2024,48167,440.505681130267,upi3076@bank,User3076,Seller1,Food & Dining,Native App Android,Valid
21,16,6,2023,40428,826.78495644447,upi3077@bank,User3077,Seller43,Electronics,Native App iOS,Valid
14,19,4,2023,67238,3164.675404524291,upi3078@bank,User3078,Seller39,Healthcare,Mobile Web,Valid
23,6,6,2024,62723,3121.072461935434,upi3079@bank,User3079,Seller10,Food & Dining,Native App iOS,Valid
7,20,10,2023,17038,6098.34465666875,upi3080@bank,User3080,Seller2,Electronics,Native App Android,Valid
20,27,11,2024,22219,4972.23482894089,upi3081@bank,User3081,Seller63,Gaming/Entertainment,Mobile Web,Valid
14,21,8,2023,4271,170.0585290806436,upi3082@bank,User3082,Seller16,Food & Dining,Native App iOS,Failed
21,11,3,2023,27397,3542.3580789349035,upi3083@bank,User3083,Seller37,Gaming/Entertainment,Native App Android,Valid
19,5,4,2024,74491,1199.9461229833664,upi3084@bank,User3084,Seller16,Utilities,Native App Android,Valid
13,16,10,2023,29602,4018.1315419086204,upi3085@bank,User3085,Seller87,P2P Transfer,POS Terminal,Valid
8,7,12,2024,54471,187.05329585506598,upi3086@bank,User3086,Seller90,Electronics,Native App Android,Valid
7,27,1,2023,62150,3460.6037705717354,upi3087@bank,User3087,Seller80,Travel/Transport,Native App iOS,Valid
16,5,4,2023,44227,347.8558101139893,upi3088@bank,User3088,Seller27,P2P Transfer,Native App iOS,Valid
1,11,11,2024,23116,812.4556880425454,upi3089@bank,User3089,Seller63,Utilities,Native App iOS,Valid
23,15,10,2024,6674,58.5453909454238,upi3090@bank,User3090,Seller94,Healthcare,Native App iOS,Valid
2,3,10,2023,17469,264.1576691950081,upi3091@bank,User3091,Seller64,Food & Dining,Native App Android,Valid
7,26,12,2024,5446,1180.191845858982,upi3092@bank,User3092,Seller97,P2P Transfer,Native App iOS,Valid
11,5,9,2024,20760,3411.218617937407,upi3093@bank,User3093,Seller32,Food & Dining,Native App Android,Valid
0,23,8,2023,1963,2971.520315113977,upi3094@bank,User3094,Seller9,Food & Dining,Native App iOS,Valid
9,21,11,2023,76002,536.5375040116562,upi3095@bank,User3095,Seller11,P2P Transfer,Native App Android,Valid
19,5,4,2024,27262,329.01934664986806,upi3096@bank,User3096,Seller70,Electronics,Native App iOS,Valid
2,9,12,2023,5177,986.1792248933453,upi3097@bank,User3097,Seller30,Electronics,Native App iOS,Valid
5,15,7,2024,11160,4295.755088714896,upi3098@bank,User3098,Seller15,P2P Transfer,Native App Android,Valid
6,3,10,2024,7543,191.75584503805493,upi3099@bank,User3099,Seller59,Electronics,Native App Android,Valid
19,29,3,2024,82162,1565.7674892318507,upi3100@bank,User3100,Seller48,Groceries,Native App iOS,Fraud
22,6,9,2024,39278,186.00215036588565,upi3101@bank,User3101,Seller94,Food & Dining,Native App Android,Valid
17,17,10,2024,29607,1270.5571623211767,upi3102@bank,User3102,Seller82,P2P Transfer,Mobile Web,Valid
10,26,4,2024,85835,271.1618679398484,upi3103@bank,User3103,Seller76,Travel/Transport,Native App Android,Valid
18,21,2,2023,17221,167.49581942790178,upi3104@bank,User3104,Seller60,Utilities,Native App Android,Valid
4,8,10,2024,3323,423.5402815526906,upi3105@bank,User3105,Seller68,Gaming/Entertainment,Native App Android,Fraud
18,21,5,2023,52105,589.4295396464852,upi3106@bank,User3106,Seller57,Healthcare,Native App Android,Valid
10,25,2,2024,76151,646.6609991047504,upi3107@bank,User3107,Seller64,P2P Transfer,Mobile Web,Valid
23,11,10,2023,66968,2072.785110951398,upi3108@bank,User3108,Seller54,P2P Transfer,Native App Android,Valid
11,6,6,2023,23238,113.10234487453438,upi3109@bank,User3109,Seller80,Food & Dining,Native App Android,Valid
9,8,11,2023,63830,168.5228175801539,upi3110@bank,User3110,Seller87,Utilities,Native App Android,Valid
7,10,10,2024,73967,418.2499483713175,upi3111@bank,User3111,Seller75,Food & Dining,Native App Android,Valid
23,24,1,2023,8330,4112.4357289454,upi3112@bank,User3112,Seller54,Travel/Transport,Native App Android,Valid
8,29,6,2023,44153,1980.9777872993923,upi3113@bank,User3113,Seller59,Healthcare,Native App Android,Valid
3,3,4,2024,8611,2621.4067323442505,upi3114@bank,User3114,Seller88,Gaming/Entertainment,Desktop Web,Valid
4,23,3,2023,13872,925.2209499554853,upi3115@bank,User3115,Seller86,Gaming/Entertainment,Native App Android,Failed
20,14,2,2023,49455,479.61411175996227,upi3116@bank,User3116,Seller39,Electronics,Mobile Web,Fraud
7,23,7,2024,34930,77.40132760763588,upi3117@bank,User3117,Seller15,P2P Transfer,Native App Android,Valid
22,14,9,2023,72022,1340.9546685580624,upi3118@bank,User3118,Seller79,Food & Dining,Native App iOS,Valid
8,10,12,2023,62714,1707.951381489887,upi3119@bank,User3119,Seller74,Gaming/Entertainment,Mobile Web,Valid
14,12,3,2024,48716,4546.10684200244,upi3120@bank,User3120,Seller28,Healthcare,Desktop Web,Valid
14,6,6,2023,66704,4275.717841233052,upi3121@bank,User3121,Seller36,Travel/Transport,Native App Android,Valid
15,12,9,2023,415,1105.6756751056387,upi3122@bank,User3122,Seller54,Travel/Transport,Native App Android,Valid
13,23,2,2023,76441,1101.8302489571654,upi3123@bank,User3123,Seller17,Healthcare,POS Terminal,Valid
7,14,7,2023,70779,351.3821264784146,upi3124@bank,User3124,Seller86,Gaming/Entertainment,Native App Android,Valid
17,2,5,2024,82069,595.3274148458803,upi3125@bank,User3125,Seller87,Gaming/Entertainment,Desktop Web,Valid
9,9,5,2024,71435,5198.308445791798,upi3126@bank,User3126,Seller93,Groceries,Desktop Web,Valid
19,10,11,2024,9888,304.0565596070489,upi3127@bank,User3127,Seller22,P2P Transfer,Desktop Web,Valid
5,26,7,2024,45299,6928.245401014764,upi3128@bank,User3128,Seller75,Travel/Transport,Native App iOS,Valid
11,17,9,2023,58765,1405.33894893739,upi3129@bank,User3129,Seller36,Healthcare,Native App Android,Valid
1,17,4,2024,62714,1219.8440988677557,upi3130@bank,User3130,Seller29,Electronics,Native App Android,Valid
6,3,9,2024,15935,383.86732448729066,upi3131@bank,User3131,Seller55,Gaming/Entertainment,Native App Android,Valid
15,30,11,2023,73002,2166.706113266292,upi3132@bank,User3132,Seller42,Food & Dining,POS Terminal,Failed
2,19,10,2023,80631,1231.800206458243,upi3133@bank,User3133,Seller32,Food & Dining,Native App Android,Valid
12,1,9,2023,76729,926.177005205843,upi3134@bank,User3134,Seller14,Groceries,Mobile Web,Valid
2,12,4,2024,1320,614.453580570925,upi3135@bank,User3135,Seller18,Electronics,Native App iOS,Valid
17,7,3,2023,46032,137.60035799569468,upi3136@bank,User3136,Seller38,Travel/Transport,Native App Android,Valid
10,4,2,2023,77763,1465.14079328368,upi3137@bank,User3137,Seller34,Healthcare,Native App iOS,Valid
7,10,9,2023,17907,750.5751297748542,upi3138@bank,User3138,Seller45,Groceries,Desktop Web,Valid
5,13,12,2024,38002,2461.079899363385,upi3139@bank,User3139,Seller87,Travel/Transport,Native App Android,Fraud
0,2,2,2024,44838,2571.250635048844,upi3140@bank,User3140,Seller32,Travel/Transport,Native App iOS,Valid
0,10,6,2024,38912,807.2546303825125,upi3141@bank,User3141,Seller67,P2P Transfer,Native App iOS,Valid
22,21,5,2024,552,2212.003146019215,upi3142@bank,User3142,Seller63,Utilities,Native App iOS,Valid
7,22,5,2024,20140,598.632954943735,upi3143@bank,User3143,Seller55,Healthcare,Mobile Web,Valid
4,25,4,2024,85591,2597.8400924428392,upi3144@bank,User3144,Seller43,Travel/Transport,Native App Android,Valid
15,4,6,2024,48737,32.41556989530239,upi3145@bank,User3145,Seller22,Food & Dining,Mobile Web,Valid
10,18,5,2023,33367,328.82677979352144,upi3146@bank,User3146,Seller87,Travel/Transport,Native App iOS,Valid
4,5,11,2023,80634,562.0980050480113,upi3147@bank,User3147,Seller68,Groceries,Native App Android,Valid
3,19,4,2023,24061,2965.0422071601843,upi3148@bank,User3148,Seller77,Healthcare,Native App Android,Valid
5,2,9,2024,80336,137.36352495363258,upi3149@bank,User3149,Seller96,Gaming/Entertainment,Native App Android,Valid
13,12,6,2024,42124,416.65063066146547,upi3150@bank,User3150,Seller29,Travel/Transport,Native App Android,Fraud
21,17,11,2023,45638,888.2791501383375,upi3151@bank,User3151,Seller40,Healthcare,Native App Android,Valid
18,10,10,2023,1982,18.434687296753363,upi3152@bank,User3152,Seller45,Gaming/Entertainment,Native App Android,Valid
8,2,10,2024,35765,2871.9860688626377,upi3153@bank,User3153,Seller10,Gaming/Entertainment,Native App iOS,Fraud
11,6,10,2024,82606,1642.4391143136982,upi3154@bank,User3154,Seller77,Food & Dining,Native App iOS,Valid
10,8,3,2024,54681,4618.804293186735,upi3155@bank,User3155,Seller45,Food & Dining,Native App Android,Failed
13,29,10,2024,63232,63.0453858687474,upi3156@bank,User3156,Seller17,Groceries,Native App iOS,Valid
22,19,6,2024,62349,633.2352160068946,upi3157@bank,User3157,Seller2,Food & Dining,Native App Android,Valid
15,11,1,2024,63474,2627.959733531231,upi3158@bank,User3158,Seller17,Electronics,Native App iOS,Valid
0,25,5,2024,29513,2248.7799090430285,upi3159@bank,User3159,Seller90,Electronics,Native App Android,Valid
12,12,10,2024,22592,556.9358153802449,upi3160@bank,User3160,Seller38,Utilities,Desktop Web,Valid
22,9,6,2023,23618,1811.1355326653686,upi3161@bank,User3161,Seller37,Healthcare,Native App Android,Valid
20,2,11,2024,51632,3157.406720865556,upi3162@bank,User3162,Seller63,Electronics,Native App Android,Valid
20,8,8,2024,15409,67.90111265198212,upi3163@bank,User3163,Seller5,Groceries,Native App iOS,Valid
12,26,11,2024,9529,2529.0626678113767,upi3164@bank,User3164,Seller25,Travel/Transport,Native App Android,Valid
1,11,9,2023,24154,580.964151246351,upi3165@bank,User3165,Seller73,Electronics,Native App iOS,Valid
3,28,11,2023,32882,5907.311612138835,upi3166@bank,User3166,Seller92,Utilities,Native App Android,Valid
5,21,3,2024,44917,1545.3343423125232,upi3167@bank,User3167,Seller22,Healthcare,Native App Android,Valid
22,4,2,2023,82488,67.91244971552945,upi3168@bank,User3168,Seller93,P2P Transfer,Native App iOS,Valid
4,10,4,2023,15701,1033.1194606963493,upi3169@bank,User3169,Seller63,P2P Transfer,Native App Android,Valid
2,21,8,2023,75281,6781.218758991642,upi3170@bank,User3170,Seller35,Gaming/Entertainment,Mobile Web,Fraud
0,20,11,2024,68225,2621.4314630690005,upi3171@bank,User3171,Seller55,Groceries,Native App iOS,Failed
3,16,8,2024,52492,714.7189383066559,upi3172@bank,User3172,Seller20,Utilities,Desktop Web,Valid
19,8,3,2024,2988,1712.5904714262058,upi3173@bank,User3173,Seller5,Electronics,Native App iOS,Valid
1,4,4,2024,35919,1828.0932815602835,upi3174@bank,User3174,Seller39,Utilities,Native App iOS,Valid
4,29,3,2024,48426,47.25009488734102,upi3175@bank,User3175,Seller63,Food & Dining,POS Terminal,Valid
2,10,10,2024,52167,394.0584393232576,upi3176@bank,User3176,Seller32,Utilities,Native App iOS,Valid
8,12,2,2024,9013,1604.9285298558582,upi3177@bank,User3177,Seller63,Gaming/Entertainment,Desktop Web,Valid
19,29,4,2023,39113,1030.8475531411145,upi3178@bank,User3178,Seller74,Electronics,Native App Android,Valid
5,14,6,2024,3574,421.5354339964064,upi3179@bank,User3179,Seller40,Groceries,Native App iOS,Valid
17,16,11,2024,7838,2962.6940149822885,upi3180@bank,User3180,Seller17,Food & Dining,Mobile Web,Valid
5,22,11,2024,31368,1342.7513411748916,upi3181@bank,User3181,Seller79,Utilities,Native App iOS,Valid
18,18,5,2024,32228,742.0495160846792,upi3182@bank,User3182,Seller73,P2P Transfer,Native App iOS,Valid
11,21,3,2024,49711,352.70444892173504,upi3183@bank,User3183,Seller32,Gaming/Entertainment,Native App Android,Valid
10,22,2,2024,46097,1889.1919586647105,upi3184@bank,User3184,Seller23,Electronics,Native App iOS,Valid
1,21,9,2024,55773,2194.793870986359,upi3185@bank,User3185,Seller75,Groceries,Native App iOS,Valid
14,12,1,2024,28639,2214.885625934669,upi3186@bank,User3186,Seller60,Travel/Transport,Native App iOS,Valid
11,18,9,2023,14823,497.6596756098176,upi3187@bank,User3187,Seller77,Gaming/Entertainment,Mobile Web,Valid
11,30,1,2023,23510,1809.4082691002968,upi3188@bank,User3188,Seller82,Electronics,Native App iOS,Valid
8,7,7,2024,38333,4716.332288287047,upi3189@bank,User3189,Seller56,Utilities,Native App Android,Valid
20,20,6,2024,4435,871.3979626753571,upi3190@bank,User3190,Seller9,Healthcare,Native App iOS,Valid
23,24,7,2023,38418,473.3872117316803,upi3191@bank,User3191,Seller69,Groceries,Native App Android,Valid
1,23,3,2024,57955,2958.1312743222043,upi3192@bank,User3192,Seller62,P2P Transfer,Mobile Web,Valid
21,7,3,2024,59507,389.31370578072074,upi3193@bank,User3193,Seller64,Food & Dining,Native App Android,Valid
2,9,11,2023,51033,585.3857991261654,upi3194@bank,User3194,Seller22,Utilities,Native App Android,Valid
11,1,1,2024,86089,212.15353156735176,upi3195@bank,User3195,Seller32,Groceries,Native App iOS,Valid
15,26,4,2024,72972,623.6061608158548,upi3196@bank,User3196,Seller47,Food & Dining,Mobile Web,Valid
20,6,12,2024,47219,1056.4016244852464,upi3197@bank,User3197,Seller2,Healthcare,Native App iOS,Valid
23,6,2,2023,34477,132.6169453011068,upi3198@bank,User3198,Seller85,Groceries,POS Terminal,Fraud
0,22,10,2023,42721,4106.906926751674,upi3199@bank,User3199,Seller92,Travel/Transport,Native App iOS,Valid
20,29,8,2024,67228,1441.7554540927551,upi3200@bank,User3200,Seller52,Utilities,Native App Android,Valid
2,12,3,2023,15523,1773.9669899650908,upi3201@bank,User3201,Seller88,Groceries,Native App Android,Valid
19,22,7,2023,32326,928.1568565286964,upi3202@bank,User3202,Seller88,P2P Transfer,Mobile Web,Valid
1,12,7,2023,42205,2216.326889500963,upi3203@bank,User3203,Seller14,Healthcare,Native App Android,Valid
8,10,12,2024,125,1130.4993324101415,upi3204@bank,User3204,Seller37,Groceries,Native App iOS,Valid
18,23,9,2023,66735,2865.210907585559,upi3205@bank,User3205,Seller27,Gaming/Entertainment,Mobile Web,Valid
14,30,6,2023,16375,3445.237224755516,upi3206@bank,User3206,Seller24,Utilities,Desktop Web,Valid
17,26,1,2023,2711,2228.5635032814434,upi3207@bank,User3207,Seller64,Groceries,Mobile Web,Valid
10,6,8,2024,32437,1351.933699210771,upi3208@bank,User3208,Seller70,Gaming/Entertainment,Mobile Web,Valid
22,17,1,2023,28022,3048.993066678938,upi3209@bank,User3209,Seller26,Food & Dining,Mobile Web,Valid
15,19,3,2023,9182,1363.565250505739,upi3210@bank,User3210,Seller54,Gaming/Entertainment,Native App iOS,Valid
21,18,11,2024,71531,236.46355748453593,upi3211@bank,User3211,Seller15,Food & Dining,Native App Android,Valid
16,6,5,2023,40950,247.3663166967159,upi3212@bank,User3212,Seller29,Healthcare,Mobile Web,Fraud
4,24,8,2023,12920,5935.5782752088935,upi3213@bank,User3213,Seller74,Travel/Transport,Native App iOS,Valid
11,19,9,2023,22144,480.48534432652207,upi3214@bank,User3214,Seller28,Electronics,Desktop Web,Valid
10,10,7,2024,84418,3384.823893907263,upi3215@bank,User3215,Seller59,Healthcare,Native App Android,Valid
14,24,9,2024,2565,566.5978045851541,upi3216@bank,User3216,Seller73,Travel/Transport,Mobile Web,Valid
2,8,11,2023,53942,1126.976882472052,upi3217@bank,User3217,Seller21,Healthcare,Mobile Web,Valid
0,21,3,2023,70560,2128.1209470883123,upi3218@bank,User3218,Seller10,Electronics,Native App iOS,Valid
19,24,5,2023,24691,346.01138399726455,upi3219@bank,User3219,Seller4,P2P Transfer,Native App iOS,Valid
15,6,10,2023,33799,2673.07780876295,upi3220@bank,User3220,Seller62,Food & Dining,Desktop Web,Valid
1,21,8,2023,66777,2341.8045744253745,upi3221@bank,User3221,Seller4,Electronics,Native App Android,Valid
1,25,12,2023,34510,1566.5065622754885,upi3222@bank,User3222,Seller6,Groceries,Mobile Web,Valid
2,30,1,2024,77366,1668.9135176070358,upi3223@bank,User3223,Seller90,P2P Transfer,Native App Android,Valid
7,7,8,2023,28975,223.5885437316596,upi3224@bank,User3224,Seller80,Utilities,Native App iOS,Failed
23,24,7,2023,53242,1145.2217454903282,upi3225@bank,User3225,Seller72,Electronics,Native App Android,Valid
14,1,1,2023,46546,181.10012411195413,upi3226@bank,User3226,Seller92,Healthcare,POS Terminal,Valid
6,27,10,2024,23267,735.9435731323796,upi3227@bank,User3227,Seller16,Travel/Transport,Native App Android,Fraud
5,18,12,2023,77911,4611.422771329425,upi3228@bank,User3228,Seller38,Electronics,Native App Android,Valid
8,24,10,2024,69939,1709.1376624816492,upi3229@bank,User3229,Seller49,Travel/Transport,Native App Android,Valid
19,28,12,2023,4897,2715.0518444231,upi3230@bank,User3230,Seller61,Healthcare,Mobile Web,Valid
0,25,6,2023,163,1706.096103276213,upi3231@bank,User3231,Seller65,Healthcare,Native App iOS,Failed
